1,1,3178.51,1177.92
1,2,3434.41,1177.92
1,3,3434.41,1177.92
1,4,3178.51,1177.92
1,5,3434.41,1177.92
1,6,3178.51,1177.92
1,7,3434.41,1177.92
1,8,3434.41,1177.92
1,9,3434.41,1177.92
1,10,3434.41,1177.92
1,11,3178.51,1177.92
1,12,3027.32,1177.92
1,13,2200.92,1177.92
1,14,3284.61,1177.92
1,15,3434.41,1177.92
1,16,3434.41,1177.92
1,17,3027.32,1177.92
1,18,2200.92,1177.92
1,19,3434.41,1177.92
1,20,3178.51,1177.92
1,21,3027.32,1177.92
1,22,3178.51,1177.92
1,23,3434.41,1177.92
1,24,3434.41,1177.92
1,25,3434.41,1177.92
1,26,3178.51,1177.92
1,27,3434.41,1177.92
1,28,3434.41,1177.92
1,29,3027.32,1177.92
1,30,3178.51,1177.92
1,31,3178.51,1177.92
1,32,3027.32,1177.92
1,33,3434.41,1177.92
1,34,2677.39,1177.92
1,35,3434.41,1177.92
1,36,3434.41,1177.92
1,37,2771.42,1177.92
1,38,2200.92,1177.92
1,39,3178.51,1177.92
1,40,3434.41,1177.92
1,41,3434.41,1177.92
1,42,2200.92,1177.92
1,43,3284.61,1177.92
1,44,3434.41,1177.92
1,45,3434.41,1177.92
1,46,3434.41,1177.92
1,47,3178.51,1177.92
1,48,3434.41,1177.92
1,49,3434.41,1177.92
1,50,3178.51,1177.92
2,1,3284.61,1177.92
2,2,3434.41,1177.92
2,3,3434.41,1177.92
2,4,3178.51,1177.92
2,5,2200.92,1177.92
2,6,3434.41,1177.92
2,7,3027.32,1177.92
2,8,3434.41,1177.92
2,9,3434.41,1177.92
2,10,3434.41,1177.92
2,11,3178.51,1177.92
2,12,3434.41,1177.92
2,13,3434.41,1177.92
2,14,3434.41,1177.92
2,15,3434.41,1177.92
2,16,2200.92,1177.92
2,17,3434.41,1177.92
2,18,3434.41,1177.92
2,19,3434.41,1177.92
2,20,3178.51,1177.92
2,21,3178.51,1177.92
2,22,3434.41,1177.92
2,23,3178.51,1177.92
2,24,2200.92,1177.92
2,25,2200.92,1177.92
2,26,3434.41,1177.92
2,27,3027.32,1177.92
2,28,2200.92,1177.92
2,29,3178.51,1177.92
2,30,3178.51,1177.92
2,31,3178.51,1177.92
2,32,3178.51,1177.92
2,33,3284.61,1177.92
2,34,3178.51,1177.92
2,35,3434.41,1177.92
2,36,3178.51,1177.92
2,37,3178.51,1177.92
2,38,3434.41,1177.92
2,39,3178.51,1177.92
2,40,3434.41,1177.92
2,41,3178.51,1177.92
2,42,3178.51,1177.92
2,43,2200.92,1177.92
2,44,3434.41,1177.92
2,45,3434.41,1177.92
2,46,3178.51,1177.92
2,47,3434.41,1177.92
2,48,3178.51,1177.92
2,49,3284.61,1177.92
2,50,2200.92,1177.92
3,1,3434.41,1177.92
3,2,3434.41,1177.92
3,3,3434.41,1177.92
3,4,3178.51,1177.92
3,5,3178.51,1177.92
3,6,3434.41,1177.92
3,7,3178.51,1177.92
3,8,3178.51,1177.92
3,9,3434.41,1177.92
3,10,3284.61,1177.92
3,11,3027.32,1177.92
3,12,3284.61,1177.92
3,13,3284.61,1177.92
3,14,3284.61,1177.92
3,15,3178.51,1177.92
3,16,3434.41,1177.92
3,17,3434.41,1177.92
3,18,2200.92,1177.92
3,19,3178.51,1177.92
3,20,3178.51,1177.92
3,21,3434.41,1177.92
3,22,3178.51,1177.92
3,23,3178.51,1177.92
3,24,3434.41,1177.92
3,25,3434.41,1177.92
3,26,3178.51,1177.92
3,27,3284.61,1177.92
3,28,2200.92,1177.92
3,29,3178.51,1177.92
3,30,3434.41,1177.92
3,31,3434.41,1177.92
3,32,3178.51,1177.92
3,33,3284.61,1177.92
3,34,2200.92,1177.92
3,35,3434.41,1177.92
3,36,3178.51,1177.92
3,37,2200.92,1177.92
3,38,3178.51,1177.92
3,39,3178.51,1177.92
3,40,3434.41,1177.92
3,41,3434.41,1177.92
3,42,3178.51,1177.92
3,43,2200.92,1177.92
3,44,3178.51,1177.92
3,45,3434.41,1177.92
3,46,3178.51,1177.92
3,47,3434.41,1177.92
3,48,3434.41,1177.92
3,49,3178.51,1177.92
3,50,3434.41,1177.92
4,1,3284.61,1177.92
4,2,3178.51,1177.92
