50,50,3434.41,1177.92
50,100,3284.61,1177.92
50,150,2200.92,1177.92
50,200,3027.32,1177.92
50,250,3027.32,1177.92
50,300,3178.51,1177.92
50,350,3434.41,1177.92
50,400,3434.41,1177.92
50,450,3434.41,1177.92
50,500,3434.41,1177.92
50,550,3434.41,1177.92
50,600,3434.41,1177.92
50,650,3027.32,1177.92
50,700,3178.51,1177.92
50,750,3284.61,1177.92
50,800,3178.51,1177.92
50,850,3178.51,1177.92
50,900,3178.51,1177.92
50,950,3434.41,1177.92
50,1000,2200.92,1177.92
100,50,3178.51,1177.92
100,100,3434.41,1177.92
100,150,3178.51,1177.92
100,200,3178.51,1177.92
100,250,3178.51,1177.92
100,300,3178.51,1177.92
100,350,3178.51,1177.92
100,400,3178.51,1177.92
100,450,2200.92,1177.92
100,500,3178.51,1177.92
100,550,3434.41,1177.92
100,600,3434.41,1177.92
100,650,3434.41,1177.92
100,700,3434.41,1177.92
100,750,2200.92,1177.92
100,800,3178.51,1177.92
100,850,3434.41,1177.92
100,900,3178.51,1177.92
100,950,3178.51,1177.92
100,1000,3434.41,1177.92
150,50,3434.41,1177.92
150,100,3178.51,1177.92
150,150,3434.41,1177.92
150,200,3178.51,1177.92
150,250,3434.41,1177.92
150,300,3434.41,1177.92
150,350,3434.41,1177.92
150,400,3027.32,1177.92
150,450,3178.51,1177.92
150,500,3178.51,1177.92
150,550,3178.51,1177.92
150,600,3434.41,1177.92
150,650,3178.51,1177.92
150,700,3434.41,1177.92
150,750,3027.32,1177.92
150,800,2200.92,1177.92
150,850,3178.51,1177.92
150,900,3178.51,1177.92
150,950,3178.51,1177.92
150,1000,3178.51,1177.92
200,50,3178.51,1177.92
200,100,3178.51,1177.92
200,150,3178.51,1177.92
200,200,3434.41,1177.92
200,250,3178.51,1177.92
200,300,3027.32,1177.92
200,350,3027.32,1177.92
200,400,3178.51,1177.92
200,450,3434.41,1177.92
200,500,3434.41,1177.92
200,550,3178.51,1177.92
200,600,2677.39,1177.92
200,650,3434.41,1177.92
200,700,3178.51,1177.92
200,750,3178.51,1177.92
200,800,3178.51,1177.92
200,850,3178.51,1177.92
200,900,3178.51,1177.92
200,950,3434.41,1177.92
200,1000,3434.41,1177.92
250,50,3434.41,1177.92
250,100,3178.51,1177.92
250,150,3178.51,1177.92
250,200,2200.92,1177.92
250,250,3434.41,1177.92
250,300,3178.51,1177.92
250,350,3178.51,1177.92
250,400,2677.39,1177.92
250,450,2200.92,1177.92
250,500,3434.41,1177.92
250,550,3027.32,1177.92
250,600,3027.32,1177.92
250,650,3178.51,1177.92
250,700,3284.61,1177.92
250,750,3284.61,1177.92
250,800,3284.61,1177.92
250,850,3178.51,1177.92
250,900,3178.51,1177.92
250,950,3178.51,1177.92
250,1000,3178.51,1177.92
300,50,3434.41,1177.92
300,100,3178.51,1177.92
300,150,3178.51,1177.92
300,200,2677.39,1177.92
300,250,3178.51,1177.92
300,300,3434.41,1177.92
300,350,3434.41,1177.92
300,400,3178.51,1177.92
300,450,3434.41,1177.92
300,500,3434.41,1177.92
300,550,3284.61,1177.92
300,600,3434.41,1177.92
300,650,3178.51,1177.92
300,700,3178.51,1177.92
300,750,3178.51,1177.92
300,800,3434.41,1177.92
300,850,3178.51,1177.92
300,900,3434.41,1177.92
300,950,3434.41,1177.92
300,1000,3178.51,1177.92
350,50,3178.51,1177.92
350,100,3027.32,1177.92
350,150,3178.51,1177.92
350,200,3178.51,1177.92
350,250,3434.41,1177.92
350,300,3178.51,1177.92
350,350,3178.51,1177.92
350,400,3178.51,1177.92
350,450,3027.32,1177.92
350,500,3178.51,1177.92
350,550,3178.51,1177.92
350,600,3178.51,1177.92
350,650,3178.51,1177.92
350,700,3027.32,1177.92
350,750,3434.41,1177.92
350,800,3434.41,1177.92
350,850,3434.41,1177.92
350,900,3178.51,1177.92
350,950,3434.41,1177.92
350,1000,3434.41,1177.92
400,50,3434.41,1177.92
400,100,3434.41,1177.92
400,150,3027.32,1177.92
400,200,3434.41,1177.92
400,250,3178.51,1177.92
400,300,3434.41,1177.92
400,350,3434.41,1177.92
400,400,3027.32,1177.92
400,450,3434.41,1177.92
400,500,3178.51,1177.92
400,550,3178.51,1177.92
400,600,3178.51,1177.92
400,650,3434.41,1177.92
400,700,3178.51,1177.92
400,750,3178.51,1177.92
400,800,3178.51,1177.92
400,850,3434.41,1177.92
400,900,3434.41,1177.92
400,950,3178.51,1177.92
400,1000,3434.41,1177.92
450,50,3434.41,1177.92
450,100,3178.51,1177.92
450,150,3434.41,1177.92
450,200,3434.41,1177.92
450,250,2200.92,1177.92
450,300,3434.41,1177.92
450,350,3434.41,1177.92
450,400,3178.51,1177.92
450,450,3178.51,1177.92
450,500,3178.51,1177.92
450,550,3434.41,1177.92
450,600,3434.41,1177.92
450,650,3178.51,1177.92
450,700,3178.51,1177.92
450,750,3027.32,1177.92
450,800,3178.51,1177.92
450,850,3178.51,1177.92
450,900,3434.41,1177.92
450,950,3178.51,1177.92
450,1000,3178.51,1177.92
500,50,3178.51,1177.92
500,100,3178.51,1177.92
500,150,3178.51,1177.92
500,200,3434.41,1177.92
500,250,3178.51,1177.92
500,300,3178.51,1177.92
500,350,3178.51,1177.92
500,400,3434.41,1177.92
500,450,3178.51,1177.92
500,500,2200.92,1177.92
500,550,3178.51,1177.92
500,600,3434.41,1177.92
500,650,3284.61,1177.92
500,700,3284.61,1177.92
500,750,3434.41,1177.92
500,800,3434.41,1177.92
500,850,3178.51,1177.92
500,900,3434.41,1177.92
500,950,3178.51,1177.92
500,1000,3178.51,1177.92
