10,50,3522.67,3255.83
10,100,4652.93,3255.83
10,150,4035.64,4335
10,200,4164.92,3255.83
10,250,4035.64,3266.4
10,300,4122.08,3255.83
10,350,4035.64,3255.83
10,400,3401.89,3255.83
10,450,3522.67,4335
10,500,4035.64,3255.83
20,50,4119.48,4335
20,100,3473.78,3255.83
20,150,3522.67,3255.83
20,200,3473.78,4335
20,250,3930.83,4054.26
20,300,4122.08,3255.83
20,350,4213.81,3255.83
20,400,4119.48,4158.74
20,450,4119.48,3255.83
20,500,4119.48,3255.83
30,50,3473.78,3989.92
30,100,4160.33,3624.29
30,150,4119.48,3255.83
30,200,4164.92,4222.06
30,250,4652.93,3255.83
30,300,4035.64,3255.83
30,350,3473.78,3255.83
30,400,4119.48,4335
30,450,3473.78,4241.18
30,500,4122.08,4335
40,50,3473.78,3255.83
40,100,3473.78,4335
40,150,3473.78,4335
40,200,4035.64,3255.83
40,250,4119.48,3792.09
40,300,3473.78,3255.83
40,350,4119.48,3979.36
40,400,3677.29,3255.83
40,450,4781.98,3255.83
40,500,4122.08,3255.83
50,50,4122.08,3369.81
50,100,3522.67,3255.83
50,150,3473.78,3255.83
50,200,4652.93,4335
50,250,3522.67,3255.83
50,300,4035.64,3255.83
50,350,4771.12,4241.18
50,400,3522.67,3255.83
50,450,3677.29,4335
50,500,3522.67,3255.83
60,50,3473.78,3979.36
60,100,4771.12,4241.18
60,150,3522.67,4241.18
60,200,4122.08,3255.83
60,250,4164.92,3255.83
60,300,3473.78,3979.36
60,350,4213.81,3255.83
60,400,4119.48,3979.36
60,450,4585.02,3979.36
60,500,3677.29,3255.83
70,50,4164.92,4241.18
70,100,3473.78,3255.83
70,150,4035.64,3255.83
70,200,4164.92,3255.83
70,250,3522.67,3255.83
70,300,4119.48,3979.36
70,350,4652.93,3255.83
70,400,3473.78,3266.4
70,450,4122.08,3255.83
70,500,3677.29,3255.83
80,50,4035.64,4335
80,100,3522.67,3255.83
80,150,4119.48,3979.36
80,200,3473.78,3255.83
80,250,4771.12,3582.78
80,300,4122.08,3255.83
80,350,4164.92,4335
80,400,3473.78,3255.83
80,450,4771.12,3255.83
80,500,3473.78,3255.83
90,50,4119.48,3979.36
90,100,4119.48,3255.83
90,150,4122.08,4222.06
90,200,4213.81,4335
90,250,4122.08,4307.97
90,300,4164.92,3369.81
90,350,4164.92,3255.83
90,400,4122.08,3255.83
90,450,3473.78,3255.83
90,500,4808.31,4335
100,50,4122.08,4335
100,100,3473.78,4158.74
100,150,3473.78,3255.83
100,200,4652.93,3255.83
100,250,3473.78,3255.83
100,300,3522.67,3960.44
100,350,3522.67,3255.83
100,400,3473.78,3255.83
100,450,4771.12,3255.83
100,500,3473.78,3960.44
10,50,3522.67,3255.83
10,100,4119.48,3255.83
10,150,4119.48,4241.18
10,200,4213.81,4175.19
10,250,3473.78,3255.83
10,300,4771.12,3255.83
10,350,3677.29,3255.83
10,400,4122.08,4241.18
10,450,3522.67,3255.83
10,500,4652.93,3979.36
20,50,3473.78,3979.36
20,100,4119.48,4241.18
20,150,4164.92,3255.83
20,200,3930.83,3255.83
20,250,3522.67,3255.83
20,300,3522.67,3255.83
20,350,3473.78,3255.83
20,400,3473.78,3979.36
20,450,4771.12,3255.83
20,500,4164.92,3255.83
30,50,3473.78,3266.4
30,100,3473.78,3255.83
30,150,4652.93,3255.83
30,200,4035.64,3255.83
30,250,4164.92,3255.83
30,300,4119.48,3255.83
30,350,3473.78,3979.36
30,400,4035.64,4335
30,450,4119.48,3255.83
30,500,3522.67,3255.83
40,50,3677.29,3255.83
40,100,3473.78,3255.83
40,150,4119.48,3266.4
40,200,4119.48,3255.83
40,250,4119.48,4241.18
40,300,4119.48,3979.36
40,350,3473.78,3255.83
40,400,4164.92,4412.45
40,450,4213.81,3530.47
40,500,4771.12,3255.83
50,50,3677.29,3255.83
50,100,4119.48,3255.83
50,150,4652.93,3255.83
50,200,4771.12,3255.83
50,250,4119.48,3255.83
50,300,4122.08,3255.83
50,350,4119.48,4241.18
50,400,3473.78,3255.83
50,450,3473.78,4241.18
50,500,4035.64,3979.36
60,50,3726.18,3255.83
60,100,3677.29,3255.83
60,150,3522.67,3255.83
60,200,4035.64,3255.83
60,250,3473.78,4241.18
60,300,4119.48,3255.83
60,350,4035.64,3255.83
60,400,3677.29,3979.36
60,450,3677.29,3255.83
60,500,4119.48,4241.18
70,50,4119.48,3255.83
70,100,3930.83,3255.83
70,150,4035.64,3266.4
70,200,4035.64,3255.83
70,250,4119.48,3255.83
70,300,4119.48,4439.48
70,350,4164.92,4241.18
70,400,4119.48,3255.83
70,450,3473.78,3255.83
70,500,4119.48,3255.83
80,50,3473.78,4412.45
80,100,4213.81,3255.83
80,150,3930.83,3255.83
80,200,4035.64,4241.18
80,250,4119.48,3255.83
80,300,3473.78,3255.83
80,350,4035.64,3255.83
80,400,3473.78,3255.83
80,450,4781.98,4241.18
80,500,3473.78,3255.83
90,50,4213.81,3255.83
90,100,4122.08,3266.4
90,150,3473.78,4335
90,200,4035.64,3255.83
90,250,4119.48,3255.83
90,300,4119.48,3255.83
90,350,3677.29,3255.83
90,400,4164.92,3255.83
90,450,4585.02,3255.83
90,500,4213.81,3255.83
100,50,4652.93,3255.83
100,100,4119.48,3255.83
100,150,4122.08,3255.83
100,200,4122.08,3989.92
100,250,4122.08,3266.4
100,300,3473.78,3255.83
100,350,4701.83,3255.83
100,400,4035.64,3989.92
100,450,4122.08,4335
100,500,4122.08,4241.18
10,50,3473.78,4241.18
10,100,4035.64,4335
10,150,3726.18,3255.83
10,200,3522.67,3960.44
10,250,4119.48,3255.83
10,300,4119.48,3255.83
10,350,3473.78,4335
10,400,4119.48,3255.83
10,450,4164.92,3255.83
10,500,3473.78,3255.83
20,50,4119.48,3255.83
20,100,4119.48,4054.26
20,150,3930.83,3255.83
20,200,3473.78,3255.83
20,250,4035.64,3960.44
20,300,4119.48,3255.83
